Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
Atlanta Daily Herald,FSB,Daily,1874,2,25.0,"Vol. II, no.166. whole 460",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874022503202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,25.0,"Vol. II, no.166. whole 460",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874022503203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,25.0,"Vol. II, no.166. whole 460",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022503201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,26.0,"Vol. II, no.167. whole 461",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022603201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,26.0,"Vol. II, no.167. whole 461",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874022603202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,26.0,"Vol. II, no.167. whole 461",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874022603203,389.0,63.0,0.0,National,,1873-1874
New Orleans Republican,FSB,Weekly,1874,2,26.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874022622201,375.0,58.0,1.0,Savings,Minority,1867-1874
New National Era,FSB,Weekly,1874,2,26.0,"Vol. V, no 8",African American,the freedman's savings and trust company,Advertisements,"the fsb. a national savings bank. established march, 1865. chartered by the government of the united states. banking house 1507 pennsylvania avenue, opposite the treasury. five cents, or larger amounts, received on deposit. all profits paid to depositors as interest, not exceeding seven per cent, per annum. interest on sums of one dollar and upwards, beginning first of each month: payable 1st of january and 1st of july. every amount strictly confidential. principal office, washington d. c. branches in all cities and large towns of the south and southwest. open from 9 a. m. to 4 p. m. each day, and on mondays and saturdays (for deposits only) from 6:30 to 8 p. m. don't waste money; save the small sums.",DC,Washington,1874022601202,743.0,125.0,1.0,Savings,Minority,1870-1874
Atlanta Daily Herald,FSB,Daily,1874,2,27.0,"Vol. II, no.168. whole 462",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874022703202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,27.0,"Vol. II, no.168. whole 462",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022703201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,27.0,"Vol. II, no.168. whole 462",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874022703203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,28.0,"Vol. II, no.169. whole 463",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022803201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,28.0,"Vol. II, no.169. whole 463",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874022803202,274.0,40.0,1.0,Savings,Minority,1873-1874
Louisianian,FSB,Weekly,1874,2,28.0,Vol. 3. No. 7,African American,the freedman’s savings and trust company. ,Advertisements.,"the freedman’s savings and trust company chartered by the united states government, march, 1865. principal office, washington, d. c. d. l. eaton actuary. branch at new orleans, la. corner canal and dryades streets. c. d. sturtevant, cashier. bank hours 9 a. m. to 3 p. m. saturday nights 6 to 8 o’clock.",LA,New Orleans,1874022821201,307.0,52.0,1.0,Savings,Minority,1870-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,3,1.0,"Vol. II, no.170. whole 464",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874030103201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,3,1.0,"Vol. II, no.170. whole 464",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874030103202,274.0,40.0,1.0,Savings,Minority,1873-1874
New Orleans Republican,FSB,Weekly,1874,3,1.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874030122201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,FSB,Daily,1874,3,3.0,"Vol. II, no.171. whole 465",General Audience,freedman's savings & trust co.,Washington. Congressional,"fsb – … mr. witherm introduced in the house to-day a bill which provides that the act of congress, entitled an act to incorporate the freedman’s saving and trust company, be amended so that hereafter it shall be the duty of the trustees and officers of said company to make loans from the deposits by them received on real estate situated in the vicinity of the agency or branch of said company from which such deposits are received. and making it the duty of the officers to collect as speedily as it may be done without prejudice to the interests of the depositors, all sums of money by them loaned on real estate outside, from which received, and when collected they shall loan said lands as heretofore provided and referred to the committee on banking and currency. the debt statement shows a decrease of two and half millions in the treasury; two and a half millions coin, and thirty-three and a half millions currency. no southern nominations …",GA,Atlanta,1874030303202,978.0,170.0,1.0,Savings,Minority,1873-1874
